State,lat,long,Year,count,Age Group
Georgia (13),-84.3879824,33.7489954,2009,553,45-49 years
Georgia (13),-84.3879824,33.7489954,2009,184,50-54 years
Georgia (13),-84.3879824,33.7489954,2009,433,55-59 years
Georgia (13),-84.3879824,33.7489954,2009,88,60-64 years
Georgia (13),-84.3879824,33.7489954,2009,185,65-69 years
Georgia (13),-84.3879824,33.7489954,2009,159,70-74 years
Georgia (13),-84.3879824,33.7489954,2009,125,75-79 years
Georgia (13),-84.3879824,33.7489954,2009,704,80-84 years
Georgia (13),-84.3879824,33.7489954,2009,"1,479",85+ years
Georgia (13),-84.3879824,33.7489954,2009,570,40-44 years
Georgia (13),-84.3879824,33.7489954,2009,79,45-49 years
Georgia (13),-84.3879824,33.7489954,2009,900,50-54 years
Georgia (13),-84.3879824,33.7489954,2009,345,55-59 years
Georgia (13),-84.3879824,33.7489954,2009,291,60-64 years
Georgia (13),-84.3879824,33.7489954,2009,"1,267",65-69 years
Georgia (13),-84.3879824,33.7489954,2009,100,70-74 years
Georgia (13),-84.3879824,33.7489954,2009,308,75-79 years
Georgia (13),-84.3879824,33.7489954,2009,82,80-84 years
Georgia (13),-84.3879824,33.7489954,2009,485,85+ years
Georgia (13),-84.3879824,33.7489954,2009,"1,177",60-64 years
Georgia (13),-84.3879824,33.7489954,2009,66,65-69 years
Georgia (13),-84.3879824,33.7489954,2009,541,70-74 years
Florida (12),-81.655651,30.3321838,1999,499,45-49 years
Florida (12),-81.655651,30.3321838,1999,197,50-54 years
Florida (12),-81.655651,30.3321838,1999,467,55-59 years
Florida (12),-81.655651,30.3321838,1999,60,60-64 years
Florida (12),-81.655651,30.3321838,1999,187,65-69 years
Florida (12),-81.655651,30.3321838,1999,196,70-74 years
Florida (12),-81.655651,30.3321838,1999,133,75-79 years
Florida (12),-81.655651,30.3321838,1999,"1,078",80-84 years
Florida (12),-81.655651,30.3321838,1999,158,85+ years
Florida (12),-81.655651,30.3321838,1999,40,45-49 years
Florida (12),-81.655651,30.3321838,1999,885,50-54 years
Florida (12),-81.655651,30.3321838,1999,222,55-59 years
Florida (12),-81.655651,30.3321838,1999,80,60-64 years
Florida (12),-81.655651,30.3321838,1999,481,65-69 years
Florida (12),-81.655651,30.3321838,1999,246,70-74 years
Florida (12),-81.655651,30.3321838,1999,163,75-79 years
Florida (12),-81.655651,30.3321838,1999,187,80-84 years
Florida (12),-81.655651,30.3321838,1999,179,85+ years
Florida (12),-81.655651,30.3321838,1999,93,40-44 years
Florida (12),-81.655651,30.3321838,1999,169,45-49 years
Florida (12),-81.655651,30.3321838,1999,265,50-54 years
Florida (12),-81.655651,30.3321838,1999,498,55-59 years
Florida (12),-81.655651,30.3321838,1999,331,60-64 years
Florida (12),-81.655651,30.3321838,1999,97,65-69 years
Florida (12),-81.655651,30.3321838,1999,209,70-74 years
Florida (12),-81.655651,30.3321838,1999,58,75-79 years
Florida (12),-81.655651,30.3321838,1999,99,80-84 years
Florida (12),-81.655651,30.3321838,1999,63,85+ years
Florida (12),-81.655651,30.3321838,1999,65,65-69 years
Florida (12),-81.655651,30.3321838,1999,422,70-74 years
Florida (12),-81.655651,30.3321838,2000,881,45-49 years
Florida (12),-81.655651,30.3321838,2000,264,50-54 years
Florida (12),-81.655651,30.3321838,2000,38,55-59 years
Florida (12),-81.655651,30.3321838,2000,493,60-64 years
Florida (12),-81.655651,30.3321838,2000,225,65-69 years
Florida (12),-81.655651,30.3321838,2000,194,70-74 years
Florida (12),-81.655651,30.3321838,2000,727,75-79 years
Florida (12),-81.655651,30.3321838,2000,48,80-84 years
Florida (12),-81.655651,30.3321838,2000,145,85+ years
Florida (12),-81.655651,30.3321838,2000,51,70-74 years
Florida (12),-81.655651,30.3321838,2000,283,70-74 years
Florida (12),-81.655651,30.3321838,2000,639,45-49 years
Florida (12),-81.655651,30.3321838,2000,34,50-54 years
Florida (12),-81.655651,30.3321838,2000,267,55-59 years
Florida (12),-81.655651,30.3321838,2000,341,60-64 years
Florida (12),-81.655651,30.3321838,2000,118,65-69 years
Florida (12),-81.655651,30.3321838,2000,255,70-74 years
Florida (12),-81.655651,30.3321838,2000,23,75-79 years
Florida (12),-81.655651,30.3321838,2000,107,80-84 years
Florida (12),-81.655651,30.3321838,2000,108,85+ years
Florida (12),-81.655651,30.3321838,2000,71,40-44 years
Florida (12),-81.655651,30.3321838,2000,757,45-49 years
Florida (12),-81.655651,30.3321838,2000,97,50-54 years
Florida (12),-81.655651,30.3321838,2000,23,55-59 years
Florida (12),-81.655651,30.3321838,2000,463,60-64 years
Florida (12),-81.655651,30.3321838,2000,128,65-69 years
Florida (12),-81.655651,30.3321838,2000,59,70-74 years
Florida (12),-81.655651,30.3321838,2000,326,75-79 years
Florida (12),-81.655651,30.3321838,2000,155,80-84 years
Florida (12),-81.655651,30.3321838,2000,98,85+ years
Florida (12),-81.655651,30.3321838,2000,103,65-69 years
Florida (12),-81.655651,30.3321838,2000,94,70-74 years
Florida (12),-81.655651,30.3321838,2001,52,60-64 years
Florida (12),-81.655651,30.3321838,2001,124,65-69 years
Florida (12),-81.655651,30.3321838,2001,205,45-49 years
Florida (12),-81.655651,30.3321838,2001,283,50-54 years
Florida (12),-81.655651,30.3321838,2001,187,55-59 years
Florida (12),-81.655651,30.3321838,2001,50,60-64 years
Florida (12),-81.655651,30.3321838,2001,133,65-69 years
Florida (12),-81.655651,30.3321838,2001,48,70-74 years
Florida (12),-81.655651,30.3321838,2001,77,75-79 years
Florida (12),-81.655651,30.3321838,2001,54,80-84 years
Florida (12),-81.655651,30.3321838,2001,31,85+ years
Florida (12),-81.655651,30.3321838,2001,214,40-44 years
Florida (12),-81.655651,30.3321838,2001,580,45-49 years
Florida (12),-81.655651,30.3321838,2001,156,50-54 years
Florida (12),-81.655651,30.3321838,2001,29,55-59 years
Florida (12),-81.655651,30.3321838,2001,332,60-64 years
Florida (12),-81.655651,30.3321838,2001,157,65-69 years
Florida (12),-81.655651,30.3321838,2001,142,70-74 years
Florida (12),-81.655651,30.3321838,2001,446,75-79 years
Florida (12),-81.655651,30.3321838,2001,44,80-84 years
Florida (12),-81.655651,30.3321838,2001,109,85+ years
Florida (12),-81.655651,30.3321838,2001,40,40-44 years
Florida (12),-81.655651,30.3321838,2001,160,45-49 years
Florida (12),-81.655651,30.3321838,2001,461,50-54 years
Florida (12),-81.655651,30.3321838,2001,18,55-59 years
Florida (12),-81.655651,30.3321838,2001,151,60-64 years
Florida (12),-81.655651,30.3321838,2001,191,65-69 years
Florida (12),-81.655651,30.3321838,2001,73,70-74 years
Florida (12),-81.655651,30.3321838,2001,147,75-79 years
Florida (12),-81.655651,30.3321838,2001,27,80-84 years
Florida (12),-81.655651,30.3321838,2001,16,85+ years
Florida (12),-81.655651,30.3321838,2001,54,60-64 years
Florida (12),-81.655651,30.3321838,2001,20,65-69 years
Florida (12),-81.655651,30.3321838,2001,17,70-74 years
Florida (12),-81.655651,30.3321838,2001,20,75-79 years
Florida (12),-81.655651,30.3321838,2002,16,60-64 years
Florida (12),-81.655651,30.3321838,2002,47,45-49 years
Florida (12),-81.655651,30.3321838,2002,24,50-54 years
Florida (12),-81.655651,30.3321838,2002,17,55-59 years
Florida (12),-81.655651,30.3321838,2002,38,60-64 years
Florida (12),-81.655651,30.3321838,2002,28,65-69 years
Florida (12),-81.655651,30.3321838,2002,17,70-74 years
Florida (12),-81.655651,30.3321838,2002,103,75-79 years
Florida (12),-81.655651,30.3321838,2002,26,80-84 years
Florida (12),-81.655651,30.3321838,2002,40,85+ years
Florida (12),-81.655651,30.3321838,2002,26,65-69 years
Florida (12),-81.655651,30.3321838,2002,18,45-49 years
Florida (12),-81.655651,30.3321838,2002,25,50-54 years
Florida (12),-81.655651,30.3321838,2002,19,55-59 years
Florida (12),-81.655651,30.3321838,2002,23,60-64 years
Florida (12),-81.655651,30.3321838,2002,92,65-69 years
Florida (12),-81.655651,30.3321838,2002,56,70-74 years
Florida (12),-81.655651,30.3321838,2002,34,75-79 years
Florida (12),-81.655651,30.3321838,2002,39,80-84 years
Florida (12),-81.655651,30.3321838,2002,20,85+ years
Florida (12),-81.655651,30.3321838,2002,61,40-44 years
Florida (12),-81.655651,30.3321838,2002,53,45-49 years
Florida (12),-81.655651,30.3321838,2002,19,50-54 years
Florida (12),-81.655651,30.3321838,2002,42,55-59 years
Florida (12),-81.655651,30.3321838,2002,22,60-64 years
Florida (12),-81.655651,30.3321838,2002,27,65-69 years
Florida (12),-81.655651,30.3321838,2002,145,70-74 years
Florida (12),-81.655651,30.3321838,2002,41,75-79 years
Florida (12),-81.655651,30.3321838,2002,45,80-84 years
Florida (12),-81.655651,30.3321838,2002,44,85+ years
Florida (12),-81.655651,30.3321838,2002,18,60-64 years
Florida (12),-81.655651,30.3321838,2002,18,65-69 years
Florida (12),-81.655651,30.3321838,2002,22,70-74 years
Florida (12),-81.655651,30.3321838,2002,32,75-79 years
Florida (12),-81.655651,30.3321838,2003,103,45-49 years
Florida (12),-81.655651,30.3321838,2003,17,50-54 years
Florida (12),-81.655651,30.3321838,2003,64,55-59 years
Florida (12),-81.655651,30.3321838,2003,43,60-64 years
Florida (12),-81.655651,30.3321838,2003,63,65-69 years
Florida (12),-81.655651,30.3321838,2003,20,70-74 years
Florida (12),-81.655651,30.3321838,2003,24,75-79 years
Florida (12),-81.655651,30.3321838,2003,108,80-84 years
Florida (12),-81.655651,30.3321838,2003,92,85+ years
Florida (12),-81.655651,30.3321838,2003,18,40-44 years
Florida (12),-81.655651,30.3321838,2003,77,45-49 years
Florida (12),-81.655651,30.3321838,2003,21,50-54 years
Florida (12),-81.655651,30.3321838,2003,38,55-59 years
Florida (12),-81.655651,30.3321838,2003,22,60-64 years
Florida (12),-81.655651,30.3321838,2003,176,65-69 years
Florida (12),-81.655651,30.3321838,2003,27,70-74 years
Florida (12),-81.655651,30.3321838,2003,66,75-79 years
Florida (12),-81.655651,30.3321838,2003,40,80-84 years
Florida (12),-81.655651,30.3321838,2003,36,85+ years
Florida (12),-81.655651,30.3321838,2003,29,40-44 years
Florida (12),-81.655651,30.3321838,2003,29,45-49 years
Florida (12),-81.655651,30.3321838,2003,40,50-54 years
Florida (12),-81.655651,30.3321838,2003,119,55-59 years
Florida (12),-81.655651,30.3321838,2003,22,60-64 years
Florida (12),-81.655651,30.3321838,2003,24,65-69 years
Florida (12),-81.655651,30.3321838,2003,34,70-74 years
Florida (12),-81.655651,30.3321838,2003,68,75-79 years
Florida (12),-81.655651,30.3321838,2003,42,80-84 years
Florida (12),-81.655651,30.3321838,2003,80,85+ years
Florida (12),-81.655651,30.3321838,2003,16,60-64 years
Florida (12),-81.655651,30.3321838,2003,22,65-69 years
Florida (12),-81.655651,30.3321838,2003,120,70-74 years
Florida (12),-81.655651,30.3321838,2004,123,45-49 years
Florida (12),-81.655651,30.3321838,2004,21,50-54 years
Florida (12),-81.655651,30.3321838,2004,58,55-59 years
Florida (12),-81.655651,30.3321838,2004,24,60-64 years
Florida (12),-81.655651,30.3321838,2004,51,65-69 years
Florida (12),-81.655651,30.3321838,2004,19,70-74 years
Florida (12),-81.655651,30.3321838,2004,189,75-79 years
Florida (12),-81.655651,30.3321838,2004,34,80-84 years
Florida (12),-81.655651,30.3321838,2004,38,85+ years
Florida (12),-81.655651,30.3321838,2004,48,65-69 years
Florida (12),-81.655651,30.3321838,2004,36,40-44 years
Florida (12),-81.655651,30.3321838,2004,24,45-49 years
Florida (12),-81.655651,30.3321838,2004,37,50-54 years
Florida (12),-81.655651,30.3321838,2004,35,55-59 years
Florida (12),-81.655651,30.3321838,2004,101,60-64 years
Florida (12),-81.655651,30.3321838,2004,19,65-69 years
Florida (12),-81.655651,30.3321838,2004,19,70-74 years
Florida (12),-81.655651,30.3321838,2004,24,75-79 years
Florida (12),-81.655651,30.3321838,2004,60,80-84 years
Florida (12),-81.655651,30.3321838,2004,36,85+ years
Florida (12),-81.655651,30.3321838,2004,82,40-44 years
Florida (12),-81.655651,30.3321838,2004,26,45-49 years
Florida (12),-81.655651,30.3321838,2004,21,50-54 years
Florida (12),-81.655651,30.3321838,2004,108,55-59 years
Florida (12),-81.655651,30.3321838,2004,21,60-64 years
Florida (12),-81.655651,30.3321838,2004,84,65-69 years
Florida (12),-81.655651,30.3321838,2004,25,70-74 years
Florida (12),-81.655651,30.3321838,2004,38,75-79 years
Florida (12),-81.655651,30.3321838,2004,42,80-84 years
Florida (12),-81.655651,30.3321838,2004,17,85+ years
Florida (12),-81.655651,30.3321838,2004,217,60-64 years
Florida (12),-81.655651,30.3321838,2004,44,65-69 years
Florida (12),-81.655651,30.3321838,2004,37,70-74 years
Florida (12),-81.655651,30.3321838,2004,39,75-79 years
Florida (12),-81.655651,30.3321838,2005,33,45-49 years
Florida (12),-81.655651,30.3321838,2005,34,50-54 years
Florida (12),-81.655651,30.3321838,2005,31,55-59 years
Florida (12),-81.655651,30.3321838,2005,85,60-64 years
Florida (12),-81.655651,30.3321838,2005,16,65-69 years
Florida (12),-81.655651,30.3321838,2005,24,70-74 years
Florida (12),-81.655651,30.3321838,2005,27,75-79 years
Florida (12),-81.655651,30.3321838,2005,56,80-84 years
Florida (12),-81.655651,30.3321838,2005,28,85+ years
Florida (12),-81.655651,30.3321838,2005,82,65-69 years
Florida (12),-81.655651,30.3321838,2005,39,65-69 years
Florida (12),-81.655651,30.3321838,2005,101,40-44 years
Florida (12),-81.655651,30.3321838,2005,17,45-49 years
Florida (12),-81.655651,30.3321838,2005,73,50-54 years
Florida (12),-81.655651,30.3321838,2005,22,55-59 years
Florida (12),-81.655651,30.3321838,2005,28,60-64 years
Florida (12),-81.655651,30.3321838,2005,25,65-69 years
Florida (12),-81.655651,30.3321838,2005,25,70-74 years
Florida (12),-81.655651,30.3321838,2005,29,75-79 years
Florida (12),-81.655651,30.3321838,2005,151,80-84 years
Florida (12),-81.655651,30.3321838,2005,21,85+ years
Florida (12),-81.655651,30.3321838,2005,17,40-44 years
Florida (12),-81.655651,30.3321838,2005,30,45-49 years
Florida (12),-81.655651,30.3321838,2005,26,50-54 years
Florida (12),-81.655651,30.3321838,2005,66,55-59 years
Florida (12),-81.655651,30.3321838,2005,17,60-64 years
Florida (12),-81.655651,30.3321838,2005,38,65-69 years
Florida (12),-81.655651,30.3321838,2005,99,70-74 years
Florida (12),-81.655651,30.3321838,2005,28,75-79 years
Florida (12),-81.655651,30.3321838,2005,62,80-84 years
Florida (12),-81.655651,30.3321838,2005,46,85+ years
Florida (12),-81.655651,30.3321838,2005,107,55-59 years
Florida (12),-81.655651,30.3321838,2005,23,60-64 years
Florida (12),-81.655651,30.3321838,2005,17,65-69 years
Florida (12),-81.655651,30.3321838,2005,41,70-74 years
Florida (12),-81.655651,30.3321838,2005,28,75-79 years
Florida (12),-81.655651,30.3321838,2006,17,65-69 years
Florida (12),-81.655651,30.3321838,2006,23,45-49 years
Florida (12),-81.655651,30.3321838,2006,19,50-54 years
Florida (12),-81.655651,30.3321838,2006,23,55-59 years
Florida (12),-81.655651,30.3321838,2006,40,60-64 years
Florida (12),-81.655651,30.3321838,2006,37,65-69 years
Florida (12),-81.655651,30.3321838,2006,18,70-74 years
Florida (12),-81.655651,30.3321838,2006,45,75-79 years
Florida (12),-81.655651,30.3321838,2006,41,80-84 years
Florida (12),-81.655651,30.3321838,2006,29,85+ years
Florida (12),-81.655651,30.3321838,2006,19,70-74 years
Florida (12),-81.655651,30.3321838,2006,81,60-64 years
Florida (12),-81.655651,30.3321838,2006,45,65-69 years
Florida (12),-81.655651,30.3321838,2006,21,70-74 years
Florida (12),-81.655651,30.3321838,2006,40,45-49 years
Florida (12),-81.655651,30.3321838,2006,54,50-54 years
Florida (12),-81.655651,30.3321838,2006,22,55-59 years
Florida (12),-81.655651,30.3321838,2006,244,60-64 years
Florida (12),-81.655651,30.3321838,2006,20,65-69 years
Florida (12),-81.655651,30.3321838,2006,96,70-74 years
Florida (12),-81.655651,30.3321838,2006,33,75-79 years
Florida (12),-81.655651,30.3321838,2006,17,80-84 years
Florida (12),-81.655651,30.3321838,2006,37,85+ years
Florida (12),-81.655651,30.3321838,2006,108,40-44 years
Florida (12),-81.655651,30.3321838,2006,141,45-49 years
Florida (12),-81.655651,30.3321838,2006,44,50-54 years
Florida (12),-81.655651,30.3321838,2006,417,55-59 years
Florida (12),-81.655651,30.3321838,2006,36,60-64 years
Florida (12),-81.655651,30.3321838,2006,210,65-69 years
Florida (12),-81.655651,30.3321838,2006,17,70-74 years
Florida (12),-81.655651,30.3321838,2006,63,75-79 years
Florida (12),-81.655651,30.3321838,2006,39,80-84 years
Florida (12),-81.655651,30.3321838,2006,64,85+ years
Florida (12),-81.655651,30.3321838,2006,149,55-59 years
Florida (12),-81.655651,30.3321838,2006,242,60-64 years
Florida (12),-81.655651,30.3321838,2006,44,65-69 years
Florida (12),-81.655651,30.3321838,2006,568,70-74 years
Florida (12),-81.655651,30.3321838,2006,50,75-79 years
Florida (12),-81.655651,30.3321838,2006,272,80-84 years
Florida (12),-81.655651,30.3321838,2007,18,45-49 years
Florida (12),-81.655651,30.3321838,2007,89,50-54 years
Florida (12),-81.655651,30.3321838,2007,24,55-59 years
Florida (12),-81.655651,30.3321838,2007,19,60-64 years
Florida (12),-81.655651,30.3321838,2007,30,65-69 years
Florida (12),-81.655651,30.3321838,2007,93,70-74 years
Florida (12),-81.655651,30.3321838,2007,233,75-79 years
Florida (12),-81.655651,30.3321838,2007,360,80-84 years
Florida (12),-81.655651,30.3321838,2007,18,85+ years
Florida (12),-81.655651,30.3321838,2007,66,65-69 years
Florida (12),-81.655651,30.3321838,2007,664,65-69 years
Florida (12),-81.655651,30.3321838,2007,42,45-49 years
Florida (12),-81.655651,30.3321838,2007,391,50-54 years
Florida (12),-81.655651,30.3321838,2007,22,55-59 years
Florida (12),-81.655651,30.3321838,2007,83,60-64 years
Florida (12),-81.655651,30.3321838,2007,38,65-69 years
Florida (12),-81.655651,30.3321838,2007,35,70-74 years
Florida (12),-81.655651,30.3321838,2007,102,75-79 years
Florida (12),-81.655651,30.3321838,2007,215,80-84 years
Florida (12),-81.655651,30.3321838,2007,16,85+ years
Florida (12),-81.655651,30.3321838,2007,17,40-44 years
Florida (12),-81.655651,30.3321838,2007,412,45-49 years
Florida (12),-81.655651,30.3321838,2007,17,50-54 years
Florida (12),-81.655651,30.3321838,2007,42,55-59 years
Florida (12),-81.655651,30.3321838,2007,511,60-64 years
Florida (12),-81.655651,30.3321838,2007,43,65-69 years
Florida (12),-81.655651,30.3321838,2007,360,70-74 years
Florida (12),-81.655651,30.3321838,2007,16,75-79 years
Florida (12),-81.655651,30.3321838,2007,79,80-84 years
Florida (12),-81.655651,30.3321838,2007,19,85+ years
Florida (12),-81.655651,30.3321838,2007,25,50-54 years
Florida (12),-81.655651,30.3321838,2007,83,55-59 years
Florida (12),-81.655651,30.3321838,2007,166,60-64 years
Florida (12),-81.655651,30.3321838,2007,392,65-69 years
Florida (12),-81.655651,30.3321838,2007,21,70-74 years
Florida (12),-81.655651,30.3321838,2007,422,75-79 years
Florida (12),-81.655651,30.3321838,2007,30,80-84 years
Florida (12),-81.655651,30.3321838,2008,257,65-69 years
Florida (12),-81.655651,30.3321838,2008,49,45-49 years
Florida (12),-81.655651,30.3321838,2008,58,50-54 years
Florida (12),-81.655651,30.3321838,2008,134,55-59 years
Florida (12),-81.655651,30.3321838,2008,293,60-64 years
Florida (12),-81.655651,30.3321838,2008,20,65-69 years
Florida (12),-81.655651,30.3321838,2008,194,70-74 years
Florida (12),-81.655651,30.3321838,2008,117,75-79 years
Florida (12),-81.655651,30.3321838,2008,28,80-84 years
Florida (12),-81.655651,30.3321838,2008,29,85+ years
Florida (12),-81.655651,30.3321838,2008,54,65-69 years
Florida (12),-81.655651,30.3321838,2008,167,70-74 years
Florida (12),-81.655651,30.3321838,2008,123,60-64 years
Florida (12),-81.655651,30.3321838,2008,58,65-69 years
Florida (12),-81.655651,30.3321838,2008,16,70-74 years
Florida (12),-81.655651,30.3321838,2008,31,40-44 years
Florida (12),-81.655651,30.3321838,2008,114,45-49 years
Florida (12),-81.655651,30.3321838,2008,22,50-54 years
Florida (12),-81.655651,30.3321838,2008,17,55-59 years
Florida (12),-81.655651,30.3321838,2008,22,60-64 years
Florida (12),-81.655651,30.3321838,2008,27,65-69 years
Florida (12),-81.655651,30.3321838,2008,48,70-74 years
Florida (12),-81.655651,30.3321838,2008,17,75-79 years
Florida (12),-81.655651,30.3321838,2008,36,80-84 years
Florida (12),-81.655651,30.3321838,2008,25,85+ years
Florida (12),-81.655651,30.3321838,2008,39,40-44 years
Florida (12),-81.655651,30.3321838,2008,17,45-49 years
Florida (12),-81.655651,30.3321838,2008,25,50-54 years
Florida (12),-81.655651,30.3321838,2008,29,55-59 years
Florida (12),-81.655651,30.3321838,2008,49,60-64 years
Florida (12),-81.655651,30.3321838,2008,27,65-69 years
Florida (12),-81.655651,30.3321838,2008,20,70-74 years
Florida (12),-81.655651,30.3321838,2008,19,75-79 years
Florida (12),-81.655651,30.3321838,2008,29,80-84 years
Florida (12),-81.655651,30.3321838,2008,35,85+ years
Florida (12),-81.655651,30.3321838,2008,28,55-59 years
Florida (12),-81.655651,30.3321838,2008,19,60-64 years
Florida (12),-81.655651,30.3321838,2008,19,65-69 years
Florida (12),-81.655651,30.3321838,2008,93,70-74 years
Florida (12),-81.655651,30.3321838,2008,26,75-79 years
Florida (12),-81.655651,30.3321838,2009,193,45-49 years
Florida (12),-81.655651,30.3321838,2009,26,50-54 years
Florida (12),-81.655651,30.3321838,2009,45,55-59 years
Florida (12),-81.655651,30.3321838,2009,224,60-64 years
Florida (12),-81.655651,30.3321838,2009,26,65-69 years
Florida (12),-81.655651,30.3321838,2009,18,70-74 years
Florida (12),-81.655651,30.3321838,2009,35,75-79 years
Florida (12),-81.655651,30.3321838,2009,69,80-84 years
Florida (12),-81.655651,30.3321838,2009,19,85+ years
Florida (12),-81.655651,30.3321838,2009,18,65-69 years
Florida (12),-81.655651,30.3321838,2009,21,70-74 years
Florida (12),-81.655651,30.3321838,2009,327,40-44 years
Florida (12),-81.655651,30.3321838,2009,31,45-49 years
Florida (12),-81.655651,30.3321838,2009,26,50-54 years
Florida (12),-81.655651,30.3321838,2009,20,55-59 years
Florida (12),-81.655651,30.3321838,2009,39,60-64 years
Florida (12),-81.655651,30.3321838,2009,96,65-69 years
Florida (12),-81.655651,30.3321838,2009,22,70-74 years
Florida (12),-81.655651,30.3321838,2009,25,75-79 years
Florida (12),-81.655651,30.3321838,2009,22,80-84 years
Florida (12),-81.655651,30.3321838,2009,273,85+ years
Florida (12),-81.655651,30.3321838,2009,24,40-44 years
Florida (12),-81.655651,30.3321838,2009,17,45-49 years
Florida (12),-81.655651,30.3321838,2009,27,50-54 years
Florida (12),-81.655651,30.3321838,2009,81,55-59 years
Florida (12),-81.655651,30.3321838,2009,21,60-64 years
Florida (12),-81.655651,30.3321838,2009,16,65-69 years
Florida (12),-81.655651,30.3321838,2009,22,70-74 years
Florida (12),-81.655651,30.3321838,2009,214,75-79 years
Florida (12),-81.655651,30.3321838,2009,18,80-84 years
Florida (12),-81.655651,30.3321838,2009,38,85+ years
Florida (12),-81.655651,30.3321838,2009,118,50-54 years
Florida (12),-81.655651,30.3321838,2009,16,55-59 years
Florida (12),-81.655651,30.3321838,2009,65,60-64 years
Florida (12),-81.655651,30.3321838,2009,22,65-69 years
Florida (12),-81.655651,30.3321838,2009,29,70-74 years
Florida (12),-81.655651,30.3321838,2009,26,75-79 years
California (06),-122.4194155,37.7749295,1999,725,45-49 years
California (06),-122.4194155,37.7749295,1999,191,50-54 years
California (06),-122.4194155,37.7749295,1999,"1,136",55-59 years
California (06),-122.4194155,37.7749295,1999,506,60-64 years
California (06),-122.4194155,37.7749295,1999,319,65-69 years
California (06),-122.4194155,37.7749295,1999,442,70-74 years
California (06),-122.4194155,37.7749295,1999,391,75-79 years
California (06),-122.4194155,37.7749295,1999,197,80-84 years
California (06),-122.4194155,37.7749295,1999,438,85+ years
California (06),-122.4194155,37.7749295,1999,603,70-74 years
California (06),-122.4194155,37.7749295,1999,"1,057",75-79 years
California (06),-122.4194155,37.7749295,1999,688,50-54 years
California (06),-122.4194155,37.7749295,1999,248,55-59 years
California (06),-122.4194155,37.7749295,1999,580,60-64 years
California (06),-122.4194155,37.7749295,1999,137,65-69 years
California (06),-122.4194155,37.7749295,1999,176,70-74 years
California (06),-122.4194155,37.7749295,1999,246,75-79 years
California (06),-122.4194155,37.7749295,1999,160,80-84 years
California (06),-122.4194155,37.7749295,1999,878,85+ years
California (06),-122.4194155,37.7749295,1999,"1,778",40-44 years
California (06),-122.4194155,37.7749295,1999,805,45-49 years
California (06),-122.4194155,37.7749295,1999,81,50-54 years
California (06),-122.4194155,37.7749295,1999,"1,060",55-59 years
California (06),-122.4194155,37.7749295,1999,374,60-64 years
California (06),-122.4194155,37.7749295,1999,431,65-69 years
California (06),-122.4194155,37.7749295,1999,"1,324",70-74 years
California (06),-122.4194155,37.7749295,1999,95,75-79 years
California (06),-122.4194155,37.7749295,1999,430,80-84 years
California (06),-122.4194155,37.7749295,1999,100,85+ years
California (06),-122.4194155,37.7749295,1999,690,40-44 years
California (06),-122.4194155,37.7749295,1999,"1,396",45-49 years
California (06),-122.4194155,37.7749295,1999,67,50-54 years
California (06),-122.4194155,37.7749295,1999,705,55-59 years
California (06),-122.4194155,37.7749295,1999,679,60-64 years
California (06),-122.4194155,37.7749295,1999,259,65-69 years
California (06),-122.4194155,37.7749295,1999,554,70-74 years
California (06),-122.4194155,37.7749295,1999,66,75-79 years
California (06),-122.4194155,37.7749295,1999,297,80-84 years
California (06),-122.4194155,37.7749295,1999,22,85+ years
California (06),-122.4194155,37.7749295,1999,309,50-54 years
California (06),-122.4194155,37.7749295,1999,257,55-59 years
California (06),-122.4194155,37.7749295,1999,"1,588",60-64 years
California (06),-122.4194155,37.7749295,1999,254,65-69 years
California (06),-122.4194155,37.7749295,1999,66,70-74 years
California (06),-122.4194155,37.7749295,1999,16,75-79 years
California (06),-122.4194155,37.7749295,1999,"1,513",80-84 years
California (06),-122.4194155,37.7749295,1999,463,85+ years
California (06),-122.4194155,37.7749295,2000,122,40-44 years
California (06),-122.4194155,37.7749295,2000,826,45-49 years
California (06),-122.4194155,37.7749295,2000,382,50-54 years
California (06),-122.4194155,37.7749295,2000,235,55-59 years
California (06),-122.4194155,37.7749295,2000,283,60-64 years
California (06),-122.4194155,37.7749295,2000,264,65-69 years
California (06),-122.4194155,37.7749295,2000,112,70-74 years
California (06),-122.4194155,37.7749295,2000,272,75-79 years
California (06),-122.4194155,37.7749295,2000,425,80-84 years
California (06),-122.4194155,37.7749295,2000,715,85+ years
California (06),-122.4194155,37.7749295,2000,468,70-74 years
California (06),-122.4194155,37.7749295,2000,172,50-54 years
California (06),-122.4194155,37.7749295,2000,339,55-59 years
California (06),-122.4194155,37.7749295,2000,64,60-64 years
California (06),-122.4194155,37.7749295,2000,145,65-69 years
California (06),-122.4194155,37.7749295,2000,149,70-74 years
California (06),-122.4194155,37.7749295,2000,108,75-79 years
California (06),-122.4194155,37.7749295,2000,659,80-84 years
California (06),-122.4194155,37.7749295,2000,"1,341",85+ years
California (06),-122.4194155,37.7749295,2000,537,40-44 years
California (06),-122.4194155,37.7749295,2000,60,45-49 years
California (06),-122.4194155,37.7749295,2000,808,50-54 years
California (06),-122.4194155,37.7749295,2000,258,55-59 years
California (06),-122.4194155,37.7749295,2000,286,60-64 years
California (06),-122.4194155,37.7749295,2000,996,65-69 years
California (06),-122.4194155,37.7749295,2000,69,70-74 years
California (06),-122.4194155,37.7749295,2000,271,75-79 years
California (06),-122.4194155,37.7749295,2000,83,80-84 years
